,tweet
713,Why is there so much ‘teri maa ki’ against journalists I ask Sanjay Dutt. ‘I love journalists’ is his reply. He tal… https://t.co/wrKCgSFOBI
714,I’m very likeable says Sanjay Dutt when I ask him if Sanju is an attempt to portray Sanjay Dutt in favourable light… https://t.co/OsRFU6AW2u
715,"RT @IndiaToday: I have told the truth and I am happy that people have accepted my life and seen the truth: Sanjay Dutt.
Watch the exclusive…"
716,Sanjay Dutt takes a pot shot at Ranbir Kapoor for claiming that he’s dated only 10 girls. ‘Ranbir’s score is a lot… https://t.co/76uzHeUR1f
717,Sanjay Dutt’s first interview post Sanju. Coming up now on @IndiaToday ‘Dare former Police Commissioner MN Singh to… https://t.co/O4Sp37tjCd
718,"इस डॉक्टर की जांच से मिले थे ‘मिशनरीज ऑफ चैरिटी’ से जुड़ी संस्था में गड़बड़ी के संकेत, उल्टे मिली सजा

https://t.co/Aca8XgVaqv

@Iindrojit"
719,"Centre worried over cyber terrorism as stolen phones are finding way into Pakistan. 
A recent study on trans-border… https://t.co/actCB9F7sk"
720,There’s a video going viral which suggests that the Communist government in Kerala is razing Hindu temples.… https://t.co/oXJqoZ0NCP
721,"RT @IndiaToday: #BabiesOnSale
Exclusive: How child trafficking racket in Mother Teresa's charity was exposed
Watch this and more on #NEWSRO…"
722,"RT @IndiaToday: #BabiesOnSale scandal just got bigger. Watch this report by @iindrojit and Dharamveer Sinha
#NEWSROOM
Watch LIVE at https:/…"
723,"RT @IndiaToday: #BabiesOnSale 
Mother Teresa's charity sold infants for Rs 1 lakh? Whistleblower OP Singh joins us for more details. 
#NEWS…"
724,RT @IndiaToday: How were babies being sold at Mother Teresa's charity? Watch #NEWSROOM with @rahulkanwal. #ITLivestream https://t.co/n6yQLC…
725,As the Director General of Police asks for a CBI probe @IndiaToday finds documents at the Missionaries of Charity o… https://t.co/hbA8XboGO3
726,"As the child selling racket at the Missionaries of Charity explodes, we ask is there a need for a deeper probe agai… https://t.co/zfANHg0UeT"
727,"मोदी सरकार को 'किसान विरोधी' बताने वाली कांग्रेस में अरसे से नहीं है ‘किसान सेल’
https://t.co/l8qdZt0OT9
@KumarVikrantS Exclusive @aajtak"
728,"Doff my dry hat to our fabulous reporting team in Mumbai. Braving the heavy rain, reporting on all the mayhem, whil… https://t.co/3KxjVEYmUT"
729,"RT @IndiaToday: #ThaiRescueMission: 8 boys out, 5 to go
India Today's only TV channel reporting from Chiang Rai, Thailand @mausamii2u 
#NEW…"
730,"RT @IndiaToday: India Today exposes clerics in UP, Delhi
Muslim clerics, scholars offer one night stands, charge 20,000-1 lakh for nikah ha…"
731,"‘मिशनरीज ऑफ चैरिटी’ : नवजातों की बिक्री को लेकर हर दिन नए खुलासे, बेचा गया एक बच्चा बरामद  
https://t.co/OlQfGzT0Iz

@DharambirSinha"
732,"पर्यावरण सुरक्षा की रडार पर अभिनेता सलमान खान का फार्म हाउस

https://t.co/14kd6etd5v

@mustafashk

@kamleshsutar @aajtak"
733,After SRK now Salman Khan’s farmhouse is under scrutiny over alleged illegal constructions. Officer who sent the sh… https://t.co/DUZ9w72VWl
734,RT @aajtak: आजतक पहला भारतीय चैनल है जो थाईलैंड के चिआंग राय प्रांत पहुंचा है जहां थाम लुआंग गुफा में 12 बच्चे और उनके फुटबॉल कोच फंसे हुए…
735,"Exclusive :  क्रिकेट की कबूतरबाज़ी कैमरे पर कैच,  फर्जी क्रिकेटर बना विदेश भेजने के गोरखधंधे का पर्दाफाश… https://t.co/G4j26XAxJ0"
736,On Newsroom at 10 pm an @IndiaToday SIT expose on former Ranji trophy platers who are running an illegal immigratio… https://t.co/rRmwNljCoD
737,"RT @IndiaToday: Shocking case from Baramulla!
Panchayat orders rapist to pay Rs 60000 to the victim in order to save the honour of the vill…"
738,A group of Muslins were protesting against harassment but the video was sliced in a way to make it seem that they w… https://t.co/JSHPErnNmm
739,"RT @ShivAroor: On Whatsapp promising to ‘sanitise’ itself in the face of horrific mob lynchings, an excellent discussion by @RahulKanwal wi…"
740,Yesterday some of our competitors were screaming that Zakir Naik had been caught and was being sent back to India.… https://t.co/rfRbuu1PnN
741,"Viral Test: वायरल टेस्ट: जानिए, क्या है असम के ‘मुस्लिम होमलैंड’ वीडियो का सच

https://t.co/by2VUJana8

@NikhilDawar"
742,Pathetic. @IndiaToday Pakistan correspondent @hamzaameer74 writes about how terror mastermind Hafiz Saeed has a fre… https://t.co/W8pCmcHi58
743,"RT @IndiaToday: Is WhatsApp to blame for the recent spate of mob lynchings? Will 'sanitising' WhatsApp solve anything? 
@DilliDurAst, @nixx…"
744,"RT @IndiaToday: Whatsapp announces steps to fight the menace of fake news, but will it be enough? @DilliDurAst, @nixxin, Jiten Jain &amp; @vini…"
745,"फेक न्यूज को लेकर मुश्किल में वॉट्सएप, सरकार की सख्ती के बाद कार्रवाई का दिया भरोसा

https://t.co/70QsVL6e88

@bala3047"
746,"RT @IndiaToday: Why is the Ganga dirtier than ever before? 
Watch #NEWSROOM with @rahulkanwal https://t.co/8ADE1B5Ntg"
747,"RT @IndiaToday: Is Sushma Swaraj dodging accountability on Twitter? 
Watch #NEWSROOM with @rahulkanwal 
Full video: https://t.co/6jFbNzbdfM…"
748,"Exclusive: डूब रहा ‘नमामि गंगे’, ‘पवित्र’ नदी को जहरीले कचरे से मुक्ति नहीं

https://t.co/funNt3UqAN

@ashoupadhyay"
749,We put in a RTI to see if Ganga was cleaner now than it used to be. The reply we received was shocking.… https://t.co/OXXrW7eXTS
750,"Govt finally wakes up to the menace of mob lynchings sparked by fake news on @WhatsApp @rsprasad talks tough, asks… https://t.co/5vMnk08Xx5"
751,RT @IndiaToday: RTI reveals Modi’s clean Ganga plan not working. #NEWSROOM with @rahulkanwal . #ITLivestream. https://t.co/nhje6G17TZ
752,"RT @IndiaToday: #SushmaVsTrolls
We need to look at cyber norms being modified, that is the only solution: @ShainaNC 
#NEWSROOM 
Watch LIVE…"
753,Building a Hindu-Muslim binary is the laziest and most dangerous form of journalism. At @IndiaToday &amp; @aajtak inste… https://t.co/6aEwAplrKt
754,Cleaning the Ganga is a pet project for the Govt. Thousands of crores of rupees have been spent. We put in a RTI to… https://t.co/XbgNIEFYhZ
755,"RT @IndiaToday: 29 lynched to death this year. Are mob lynchings isolated cases or a growing epidemic? 
Watch #NEWSROOM with @rahulkanwal…"
756,RT @DailyO_: We've all been #ChandNawabs: A TV reporter's real-time goofs and gaffes | @mausamii2u | https://t.co/Tnj9O3N2lI https://t.co/6…
757,@HittsVora @DEArdeshir Let’s fix the wound
758,Say it like it is. Lynchistan. Fixing fake news forwards has to be a national priority. Can’t be passed off as comp… https://t.co/nvgoZaN86X
759,Say it like it is. Lynchistan. https://t.co/NAHvI3hgCa
760,"The @IndiaToday Fact-Check desk speaks to locals, cops &amp; mental health doctors in the recent mob lynching cases to… https://t.co/2L89pzyGqB"
761,"RT @IndiaToday: #Lynchistan
India Today reveals the truth behind 'child lifters' whatsapp messages 
#NEWSROOM
Watch LIVE at https://t.co/4f…"
762,"RT @IndiaToday: #Lynchistan
Why are tech companies not doing anything to curb fake news, asks cyber security expert Jiten Jain 
#NEWSROOM
W…"
763,"RT @IndiaToday: #Lynchistan
India should not be termed as 'lynchistan', there is no data to prove that such incidents have gone up or gone…"
764,"RT @IndiaToday: India turning into lynchistan? Here is what Psychiatrist Dr Deepek Raheja has to say. 
#NEWSROOM
Watch LIVE at https://t.co…"
765,RT @IndiaToday: India turning into lynchistan? Who is to blame?  Watch #NEWSROOM with @rahulkanwal #ITLivestream https://t.co/KDMjH3afbQ
766,On Newsroom tonight an in-depth investigation and debate on the fake videos that are fuelling the spree of mob lync… https://t.co/v7L9iF2Xo6
767,My two and a half year old talks non-stop. Has a firm opinion on everything under the sun. Is certain that he’s alw… https://t.co/wdBS8QX0EM
768,RT @shwetapunj: @IndiaToday fact check team finds that @rashtrapatibhvn was not indeed harassed by Pandits at Puri. The story can be traced…
769,There’s a story going viral suggesting @rashtrapatibhvn was harassed by Pandits at Puri because he’s Dalit. Basis f… https://t.co/tQiQMprKI6
770,@HindolSengupta Thank you. Sent you a mail. Do take a look at your convenience.
771,@HindolSengupta Hey Hindol what’s your email ID?
772,"RT @IndiaToday: Real estate bodies failing home buyers?
India Today exposes realty's shocking reality.
#NEWSROOM LIVE https://t.co/4fqxBVUi…"
773,Fact Editor @bala3047 busts the fake ‘Playboy’ @twitter handle that’s spreading misinformation about a supposed int… https://t.co/pJWCwEIZn3
774,What’s the point of creating a regulator for the real estate sector if the Govt can’t ensure builders listen to RER… https://t.co/Yiw0EWpDaQ
775,Real Estate Regulator RERA was supposed to be a game changer for homebuyers in trouble. A @mail_today reality check… https://t.co/YXGCWCgXiB
776,RT @jessica_roy: I was pulling photos from the shooting today and found this one: two of the @capgaznews journalists working on tomorrow's…
777,RT @IndiaToday: #SurgicalStrikeProof demolishes 'farzical' bogey? On #NEWSROOM with @RahulKanwal #ITLivestream https://t.co/WrVoGH2SeC
778,RT @bala3047: Is India really the worst country in the world for women as claimed #ThomsonReutersFoundation? Not really ! https://t.co/9Zrx…
779,We built on the RTI @IndiaToday received on lack of progress in building new AIIMS by getting a ground report done… https://t.co/2jA2VGn7I3
780,@priyaramani :)
781,Hoping my wife doesn’t see this. Turns out Indian men spend the least amount of time helping with household chores.… https://t.co/wQZJ074cif
782,Our fact check desk reached out to someone who was part of Thomson Reuters study which found India to be ‘unsafest… https://t.co/lWSx7piRJu
783,"Amidst reports over who’s the FM at present, turns out @PiyushGoyal hasn’t sat even once on @arunjaitley chair at N… https://t.co/4pJ2yNNzUk"
784,@ikaveri Where is this?
785,RT @mausamii2u: Between facts and fiction there is an endless sea of Twiterratti!! Amidst the pandemonium @bala3047 tells you the truth....…
786,RT @IndiaToday: Watch ‘The Emergency Roundtable’ in the #NEWSROOM with @rahulkanwal  #ITLivestream https://t.co/ulwXmFg2Ph
787,Don’t miss @IndiaToday big emergency round-table. Is it unfair to compare today’s situation with that of the emerge… https://t.co/gbWJTwLhb3
788,Colleague @ashoupadhyay who leads @IndiaToday Research &amp; RTI desk got this interesting reply on the status of the A… https://t.co/450UwEvg2a
789,So who are the trolls who have been abusing @sushmaswaraj @indiatoday Fact-Check Editor @bala3047 finds most are fa… https://t.co/cftbd9gZjG
790,"RT @IndiaToday: Right-wing trolls a Frankenstein's monster gone berserk?
Watch full show with @rahulkanwal : https://t.co/2MJTuotxq9
#NewsR…"
791,"RT @IndiaToday: Sushma Vs Trolls| Congress comes to Sushma Swaraj's defence after vicious trolling; BJP ministers maintain silence
Watch #N…"
792,"RT @IndiaToday: Why can't the houses be build around the trees? why there is a need to cut trees? asks Vimlendu Jha, Environmentalist 
Watc…"
793,"RT @IndiaToday: Our health is at stake, our cities are at stake, says @ravinarajkohli 
Watch #NEWSROOM live: https://t.co/4fqxBVUizL https:…"
794,"RT @IndiaToday: Delhi will be a choked city if we don't have trees, says @vimlendu
Watch #NEWSROOM live: https://t.co/4fqxBVUizL https://t.…"
795,At 10:30 PM on Newsroom Is felling trees an inevitable consequence of meeting the demands of urban housing or can h… https://t.co/rAGyLr5UXH
796,On Newsroom at 10 PM Are right-wing trolls a Frankenstein monster that’s now out of control? Why is BJP not acting… https://t.co/BaP9abxMnT
797,"Sickens me each time I read of a man being lynched over a rumour. These unchecked, malicious @WhatsApp forwards are… https://t.co/Vk94fuhOvG"
798,"RT @IndiaToday: Preparation at full swing for Amarnath Yatra. @sudhiranjansen brings you this report from ground zero. #TVideo
https://t.co…"
799,@HirenPawar1 @IndiaToday @republic @ArnabGosvvami Thank you Sir
800,"Watch our special show on statewide violence, arson due to #Maratha reservation stir, Tonight at 10 @indiatvnews https://t.co/1N8QGBEbGE"
801,"#Maharashtra witnesses violence, arson over #Maratha reservation,
Who will win #Pakistan elections?
UP CM… https://t.co/7ni4Xk4NoV"
802,Watch videos of natural calamities occurring in different parts of the world. Tonight at 8 @indiatvnews https://t.co/WMN9gCrCTR
803,Maratha reservation is a complex issue https://t.co/y43GOCouOS
804,"Mr Gautam Gambhir, current player will be special invitee to the Committee. The  Cricket Committee is authorised to… https://t.co/WsJXuorllN"
805,"The cricket committee comprises of following former cricket players
i. Virender Sehwag – Former International Playe… https://t.co/kTZpwDjEvW"
806,I am pleased to share with you the constitution of Cricket Committee as per the recommendations made by the Lodha C… https://t.co/ucLbUdgsRQ
807,"How #Maratha reservation protests rocked #Maharashtra
@BSP4Bharat supremo Mayawati gives ultimatum on alliance to… https://t.co/nWwFJlkN0W"
808,"Why @INCIndia chief @RahulGandhi described lynching of #Rakbar as ""brutal""? 
Why MIM chief @asadowaisi used the ter… https://t.co/RhEpGLIf4W"
809,"देखिए बादल फटा, पहाड़ टूटा, जमीन फटी, कुदरत का थर्ड डिग्री टॉर्चर, आज रात 8 बजे इंडिया टीवी पर @indiatvnews https://t.co/pl6L4RojpX"
810,RT @arunjaitley: The Congress Party and the Fake Issue of Rafale https://t.co/M4vMxDFCTI
811,"On mob lynching issue, all political leaders should first refrain from igniting passions https://t.co/y43GOCouOS"
812,Greetings to veteran Bollywood actor #manojkumar on his 81st birthday. May God bestow on him long life and happines… https://t.co/2VmnNEgTqp
813,Remembering the greatest Bengali film actor #UttamKumar on his death anniversary. He was one of the great icons of… https://t.co/JhmXmsy5GE
814,"देखिए , मौत के सौदागर - एक सनसनीखेज़ तहक़ीक़ात , आज रात 10 बजे इंडिया टीवी पर @indiatvnews https://t.co/FhKbuffvK5"
815,"Why @BJP4India leader @PiyushGoyal described @RahulGandhi as 'merchant of hate'?
How @PoliceRajasthan erred while t… https://t.co/nqwc6583kc"
816,What a special show on natural calamities across the world Tonight at 8 @indiatvnews https://t.co/5rNNmPWhEG
817,I bow in reverence in memory of one of India's great patriots Lokmanya #BalGangadharTilak on his birth anniversary.… https://t.co/E4NfnHffdE
818,The nation salutes the great revolutionary #ChandraShekharAzad on his birth anniversary. महान क्रान्तिकारी चन्द्रशे… https://t.co/VBw46nK6Xr
819,Congratulations Sachin Rathi and Deepak Puniya on winning gold medals in Asian Junior Wrestling Championships. You… https://t.co/WKPNkLp9uZ
820,"Watch a special show on 102 jawans martyred in Himalayan snow 50 years ago. Tonight at 9.30 @indiatvnews
देखिए, बर्… https://t.co/nWKMvtGiw9"
821,"Watch a special show on mob lynching Tonight at 9 @indiatvnews
देखिए लिंचिस्तान का खूनी पंजा रिटर्न्स, आज रात 9 बजे… https://t.co/c7P4kby1Zz"
822,"Watch a special show on a train plying through flood water Tonight at 8 @indiatvnews
देखिए, समंदर एक्सप्रेस में कै… https://t.co/ugsHkxmqNu"
823,".@AnanthKumar_BJP Wishing you a Happy Birthday, Ananth Kumar Ji. May God bestow long life and happiness. आपका जीवन सदा आनन्दमय रहे."
824,".@Dev_Fadnavis  Many Happy Returns Of The Day, Devendra Fadnavis Ji. ईश्वर आपको हमेशा स्वस्थ रखें और आपके जीवन में सुख, समृद्धि रहे."
825,"Remembering the one and only #Mukesh, the late #Bollywood playback singer whose evergreen songs still touch the cor… https://t.co/n75Vm6qcUu"
826,"Watch a special show on PM @narendramodi 's strategy for 2019 LS polls. Tonight at 9 @indiatvnews
देखिए अविश्वास से… https://t.co/dczs6WspDq"
827,"Watch our special show on floods ravaging several parts of #India Tonight at 9.30 @indiatvnews
देखिए, कुदरत से महा… https://t.co/4QsnDn09fN"
828,Bollywood actress Alia Bhatt @aliaa08 on her 'relationship' with Ranbir Kapoor @ranbirrk Watch #AapKiAdalat Tonight… https://t.co/GD1JjkBn5j
829,Congratulation Prime Minister @narendramodi Ji on winning the confidence vote in Lok Sabha by a huge margin. #India… https://t.co/kSIEARrQ8C
830,"Did @INCIndia chief @RahulGandhi make a blunder on #Rafale deal?
PM @narendramodi gets ready to reply to… https://t.co/cDky83wMqc"
831,Actress Alia Bhatt @aliaa08 shares her favourite joke in #AapKiAdalat Tomorrow Saturday night at 10 @indiatvnews https://t.co/QnUH1uGjk1
832,"On public demand, watch Bollywood actress Alia Bhatt @aliaa08 in #AapKiAdalat Tomorrow Saturday night at 10… https://t.co/gBV3IHlLlw"
833,"#India lost one of its greatest lyricists, noted Hindi poet  #GopaldasNeeraj  His  songs enthralled all - young and… https://t.co/mLIzpORfjC"
834,"Remembering the late actor #RajendraKumar. He was #Bollywood’s ‘Jubilee Kumar’, who had a string of silver jubilee… https://t.co/4oCik6P0PB"
835,Watch an interesting debate on #NoConfidence motion in Lok Sabha between @INCIndia spokesman @ManishTewari and… https://t.co/4YAVKSeSDQ
836,"Why @ShivSena declared support for @narendramodi ahead of #NoConfidence vote in Lok Sabha, 
@BJP4India leaders awai… https://t.co/VwVq8wcldW"
837,"Watch our special show on natural disasters tonight at 8 @indiatvnews 

देखिए, कुदरत का क्रोध कातिलाना, आज रात 8 ब… https://t.co/UlRMg4ApF1"
838,No-confidence motion in LS will test Opposition unity https://t.co/y43GOCouOS
839,The nation salutes the hero of our first freedom struggle in 1857 #MangalPandey on his birth anniversary. सन 1857… https://t.co/bKeh6KQ2py
840,"Who will benefit from no-confidence motion against @narendramodi ?
Congress MP @ShashiTharoor 's remarks on Taliban… https://t.co/XJAxr5wz0m"
841,Stringent law needed to curb lynching https://t.co/y43GOCouOS
842,Watch our special show on floods in #India tonight at 8 @indiatvnews https://t.co/iQbapZ0O3c
843,.@RishabPant777 Congratulation Rishabh Pant on being included in Team #India for the first three Test matches again… https://t.co/WLZmCB2bBY
844,"Watch how @priyankachopra sang the catchy ‘Darling’ song with the audience in #AapKiAdalat. Happy birthday, Priyank… https://t.co/k2VtM2jokY"
845,"Birthday girl @priyankachopra once disclosed in #AapKiAdalat how she was good at 'cheating'. ""I wanted to be an aer… https://t.co/cL2kwaLMcT"
846,Many Happy Returns Of The Day @priyankachopra May you scale new heights of success in the years to come. You’d once… https://t.co/nRbAeoCeMk
847,"“ अगर मैं arrogant होता, तो arrogance नज़र आती, क्योंकि ये पब्लिक है, सब जानती है, अन्दर क्या है, बाहर क्या है “ –… https://t.co/GujFoDjFUu"
848,"‘मैं दिल पर हाथ रख कर क़सम खाता हूं कि मैं यहां जो भी कहूंगा, सच कहूंगा‘ – स्वर्गीय #राजेशखन्ना ने नब्बे के दशक में… https://t.co/5m6s8gfPtV"
849,"Thousands of litres of milk wasted on streets of #Maharashtra Watch our special show Tonight at 10 @indiatvnews
दे… https://t.co/c52uB01ZCG"
850,"Law Minister @rsprasad offers 'New Deal' to @INCIndia chief @RahulGandhi 
SC asks #Parliament to frame new law to c… https://t.co/hS4a6jAmxe"
851,Torrential rains in #India caused widespread floods in many areas. Watch our special show Tonight at 8 @indiatvnews… https://t.co/5AfyPWGsLh
852,Why Congress is on the defensive over Rahul’s ‘Muslim’ party remark https://t.co/y43GOCouOS
853,"Watch an amusing spectacle of policemen accompanying a #Dalit bridegroom, riding a horse while going to his wedding… https://t.co/FvRYI86gdy"
854,"Why PM @narendramodi said he was happy to see @MamataOfficial posters in #Bengal
What PM Modi told #SPG after watch… https://t.co/7QLf84pLcj"
855,"Watch our special show on floods that have ravaged several parts of #India Tonight at 8 @indiatvnews
क़ुदरत आउट ऑफ… https://t.co/dxfrYF9Aah"
856,RT @arunjaitley: Is the Karnataka a Preview of what the Congress and the Federal Front Promise for the Future?  https://t.co/BziYyOADN7
857,Happy Birthday #KatrinaKaif May God bless you with the best of health and wellness. You’d once said in #AapKiAdalat… https://t.co/kO5CqnZSP7
858,"Exclusive: Nearly 15 lakh candidates applied for 13,000 posts of police constables in #Rajasthan 

Watch our Specia… https://t.co/lHc6Acwuur"
859,"Watch our special show on floods ravaging large parts of #India Tonight at 8 @indiatvnews 

देखिए  हिन्दुस्तान की… https://t.co/Gz3FcswZF3"
860,Former Jammu and #Kashmir CM @MehboobaMufti saying in #AapKiAdalat why she did not act against Jamaat-e-Islami Toni… https://t.co/j5vDfriEgb
861,Watch a special show on nature's fury Tonight at 9.30 @indiatvnews https://t.co/h6XarvYpBu
862,"हिन्दुस्तान में तालिबान का चोर दरवाज़ा, सबसे बड़ी पड़ताल, देखिए आज रात 9 बजे इंडिया टीवी पर @indiatvnews https://t.co/Ds4aeACmkA"
863,Now showing महानर्क a special show @indiatvnews https://t.co/TQEn768QQe
864,"On public demand, watch @MehboobaMufti grilled in #AapKiAdalat Tonight at 10 @indiatvnews 
महबूबा मुफ्ती 'आप की अदा… https://t.co/V87FUEakv6"
865,Nawaz Sharif plays a masterstroke https://t.co/y43GOCouOS
866,RT @Parveen40119952: @RajatSharmaLive  https://t.co/wlpwIXTd0W
867,"RT @narendramodi: Unforgettable moments from @HimaDas8’s victory. 
Seeing her passionately search for the Tricolour immediately after winni…"
868,Wishing you all the best on the occasion of #RathYatra2018  ईश्वर से प्रार्थना है कि वे जगन्नाथजी की रथयात्रा के पा… https://t.co/iJHCdhJ4im
869,"Former Pak PM Nawaz Sharif, daughter @MaryamNSharif to be sent to jail from airport, 
@MehboobaMufti 's remark on S… https://t.co/DvxfiCnLXi"
870,"Watch a special show on Prime Minister @narendramodi 's #Azamgarh visit tomorrow. Tonight at 10 @indiatvnews 
देखिए… https://t.co/lhEQSzjX53"
871,Shashi Tharoor raises the bogey of a ‘Hindu Pakistan’ https://t.co/y43GOCouOS
872,RT @arunjaitley: The Congress Gave Slogans to Rural India – Prime Minister Modi Gave Resources https://t.co/tm4uK5HvAp
873,Congratulation #HimaDas on winning a historic gold for #India at the #IAAFWorldU20 in #Finland by clocking 51.46 se… https://t.co/DMkeptxrCW
874,"Why @INCIndia Congress distanced itself from MP @ShashiTharoor 's 'Hindu Pakistan' remarks, 
BJP chief @AmitShah ch… https://t.co/E0xEiMRTsd"
875,How @ShashiTharoor 's remarks on 'Hindu Pakistan' stirred a raging controversy. Watch our special show Tonight at 1… https://t.co/DtWEqoMCkM
876,"RT @arunjaitley: Sharing my speech at the 37th Foundation Day celebrations of NABARD, 12 July 2018 https://t.co/0ZnOjIj1F1"
877,"Watch a special show  Gangs of Gang Nahar Tonight at 8 @indiatvnews 
देखिए गंग नहर के जल में मुस्लिम गोताखोरों का स… https://t.co/wBNNnDOKpp"
878,Parliament must pass law to ban triple talaq https://t.co/y43GOCouOS
879,Deeply shocked over the passing away of @DadaJPVaswani spiritual head of Sadhu Vaswani Mission. His life and achiev… https://t.co/RH2lFSkwVe
880,"Watch a special show on how school children are being forced to go to school facing serious hazards, Tonight at 10… https://t.co/5Vi8P76NE4"
881,"What @RahulGandhi planned with #Muslim intellectuals on 2019 LS polls?
Muslim women oppose #halala
Left parties in… https://t.co/FhaDmXxpGD"
882,"Watch a special show on #Burari deaths in #Delhi Tonight at 8 @indiatvnews
बुराड़ी कांड के मोक्ष गुरु का खुलासा, दे… https://t.co/NSWf3TRCyc"
883,World applauds the daring rescue mission inside a flooded cave in Thailand https://t.co/y43GOCouOS
884,"Many Happy Returns Of The Day, @sureshpprabhu Ji. May God bestow his blessings on you for a good health and long life."
885,"' मुम्बई की जल समाधि का समाधान ', देखिए आज रात 10 बजे इंडिया टीवी पर @indiatvnews https://t.co/e0zneNFKFj"
886,"Life defeats death after heroic rescue inside a cave to rescue footballers in #Thailand 
Normal life crippled in… https://t.co/bt3QO8HcAF"
887,"मुम्बई में बाढ का कहर, गटर में सपनों का शहर..मुम्बई के ब्लैक होल, देखिए आज रात 8 बजे इंडिया टीवी पर. 
Watch a speci… https://t.co/Y9764yIIBh"
888,The sordid murder of a dreaded gangster inside a UP jail https://t.co/y43GOCouOS
889,गृह मंत्री राजनाथ सिंह @rajnathsingh ने #AapKiAdalat में पिछले दिनों कहा था कि नेतृत्व देने के लिए साहस और आत्मविश्… https://t.co/EpV1JnHpNU
890,"राजनाथ सिंह जी @rajnathsingh को उनके जन्मदिन पर बधाई. आप हमेशा की तरह स्वस्थ और प्रसन्न रहें, यही ईश्वर से कामना है… https://t.co/mCPqIcEqPO"
891,Watch a Special Show on @AIMPLB_Official All India Muslim Personal Law Board move to appoint shariat courts in… https://t.co/U5P9AUxe9f
892,"Mystery surrounds murder of dreaded gangster #MunnaBajrangi in UP's #Baghpat prison, 
Controversy over Muslims Pers… https://t.co/R2ISp89X1w"
893,More than a thousand potholes on #Mumbai roads are causing serious hazards for Mumbaikars during rains. Watch our s… https://t.co/dVjQi4wBwI
894,RT @indiatvnews: Exclusive | @ImRo45 can't stay away from big knocks for long: @SGanguly99 to @indiatvnews https://t.co/A2eO2XfVMS
895,Congratulation Team India on winning the T20 series. Special thanks to Rohit Sharma  @ImRo45 #ENGvIND @imVkohli
896,"One of the great #Bollywood film directors, the late #GuruDutt (Vasantkumar Padukone) was an icon of his times. I o… https://t.co/k2y35nNT9k"
897,Watch a special show on the massive rescue operation undergoing inside a cave in #Thailand Tonight at 8 @indiatvnews https://t.co/Tzm7x1T2wh
898,".@SGanguly99 Many Happy Returns Of The Day, Sourav Ganguly. Wishing you the best of health, wellness and prosperity… https://t.co/7MHXG8KyuZ"
899,"जिन्ना मनी का खुलासा, देखिए आज रात 9 बजे इंडिया टीवी पर @indiatvnews https://t.co/yftHuOJEJw"
900,What Mehbooba Mufti said in ‘Aap Ki Adalat’ https://t.co/y43GOCouOS
901,""" बीजेपी ने जो किया वो मुल्क में, रियासत में लोगों के लिए कोई नयी बात नहीं है  "" - #AapKiAdalat में जम्मू कश्मीर की… https://t.co/HgEl5NPHl0"
902,मोक्ष के महाठग - देखिए आज रात 8 बजे इंडिया टीवी पर @indiatvnews https://t.co/jw1FCqbjLL
903,"""If Delhi intervenes and splits our party, it will erode the trust of Kashmiris in the democratic process. It can b… https://t.co/yaEvTLtznl"
904,"'Unilateral ceasefire was not meant for militants, it was meant for our own people. There was 70 per cent improveme… https://t.co/ShAW4An9lG"
905,"""My dad's passing away was an emotional trauma for me. I somewhat felt alone. That's when I persuaded my brother Ta… https://t.co/R4VAVWqE06"
906,.@msdhoni Many Happy Returns Of The Day. Wishing you a happy and prosperous life. https://t.co/HdeIEpPsj7
907,"Former J&amp;K CM @MehboobaMufti rules out forming govt with @INCIndia .
""If we were to form govt with Congress, why sh… https://t.co/BvZc7yip6a"
908,"""Terrorists entered our security force camps and attacked. Shujaat Bukhari was an easy target. ..To stop mayhem in… https://t.co/LANjhVbwUg"
909,"""(Hizbul chief) Syed Salahuddin stays in Pakistan, but his children have been staying in #Kashmir for last 30 years… https://t.co/lUswZP7NCl"
910,"Former J&amp;K CM @MehboobaMufti describes speculations about alliance with @INCIndia as 'baseless' in #AapKiAdalat
Wes… https://t.co/sWUdgNyv6Y"
911,"अंधविश्वास की दुकान का शटर डाउन, देखिए एक स्पेशल शो आज रात 10 बजे इंडिया टीवी पर. @indiatvnews https://t.co/6ltjsDNtqK"
912,Vijay Mallya is fighting a losing battle in UK https://t.co/y43GOCouOS
913,""" कश्मीर समस्या में पाकिस्तान का पहले से ही रोल रहा है. ..(पाकिस्तान की तरफ दोस्ती का हाथ बढाने के लिए) एक बार नहीं… https://t.co/oGaJET8aPF"
914,Watch a special show on the House of Horrors in #Burari #Delhi Tonight at 8 @indiatvnews https://t.co/4wER1rFeyW
915,"राष्ट्रवाद के अनन्य प्रहरी, भारतीय जनसंघ के संस्थापक और भारत में कश्मीर के विलय के लिए अपने जीवन की आहुति देने वाले… https://t.co/ImtyKELBH9"
916,"Why #UK High Court ordered confiscation of properties of @TheVijayMallya ?
@ArvindKejriwal threatens prosecution of… https://t.co/NvyJZpmTEw"
917,"देखिए, कलयुगी राजनीति में काला जादू, टोटका पॉलिटिक्स , आज रात 10 बजे इंडिया टीवी पर @indiatvnews https://t.co/f0S62MHjNt"
918,Watch our special show on the mystery about the death of 11 members of a family in #Burari #Delhi Tonight at 8… https://t.co/BL3QrWaGMe
919,Nothing wrong in PM Modi playing the ‘farmers card’ https://t.co/gQYD69cffi via @rajatsharmalive
